doc,metric,word,score
Copy of Duan et al. 2011.pdf,Count,ph,12.0
Copy of Duan et al. 2011.pdf,Count,aerate,11.0
Copy of Duan et al. 2011.pdf,Count,conversion,11.0
Copy of Duan et al. 2011.pdf,Count,effect,11.0
Copy of Duan et al. 2011.pdf,Count,concentration methanol,10.0
Copy of Duan et al. 2011.pdf,Count,methane methanol,10.0
Copy of Duan et al. 2011.pdf,Count,mixture,10.0
Copy of Duan et al. 2011.pdf,Count,oxygen,10.0
Copy of Duan et al. 2011.pdf,Count,time,10.0
Copy of Duan et al. 2011.pdf,Count,concentration mmol,9.0
Copy of Duan et al. 2011.pdf,Count,formate concentration,9.0
Copy of Duan et al. 2011.pdf,Count,membrane aerate,9.0
Copy of Duan et al. 2011.pdf,Count,mmol sodium,9.0
Copy of Duan et al. 2011.pdf,Count,presence,9.0
Copy of Engel et al. 2024 Suppl.pdf,TFIDF,cq,0.3563040537822202
Copy of Engel et al. 2024 Suppl.pdf,TFIDF,hour,0.22677635868461077
Copy of Engel et al. 2024 Suppl.pdf,TFIDF,sensor,0.2015789854974318
Copy of Engel et al. 2024 Suppl.pdf,TFIDF,oq,0.19794669654567787
Copy of Engel et al. 2024 Suppl.pdf,TFIDF,figure,0.1804116383231101
Copy of Engel et al. 2024 Suppl.pdf,TFIDF,cultivation,0.17640429031630137
Copy of Engel et al. 2024 Suppl.pdf,TFIDF,corresponding symbol,0.1583573572365423
Copy of Engel et al. 2024 Suppl.pdf,TFIDF,measurement phase,0.1583573572365423
Copy of Engel et al. 2024 Suppl.pdf,TFIDF,otr,0.1583573572365423
Copy of Engel et al. 2024 Suppl.pdf,TFIDF,datum point,0.1464109459786169
Copy of Engel et al. 2024 Suppl.pdf,TFIDF,indicate corresponding,0.1464109459786169
Copy of Engel et al. 2024 Suppl.pdf,TFIDF,point time,0.1464109459786169
Copy of Engel et al. 2024 Suppl.pdf,TFIDF,time indicate,0.1464109459786169
Copy of Engel et al. 2024 Suppl.pdf,TFIDF,reach,0.13422890155348066
Copy of Engel et al. 2024 Suppl.pdf,TFIDF,start,0.12592795764409215
Copy of Engel et al. 2024 Suppl.pdf,TFIDF,capsulatus,0.12019292618002536
Copy of Engel et al. 2024 Suppl.pdf,TFIDF,capsulatus cultivation,0.11876801792740674
Copy of Engel et al. 2024 Suppl.pdf,TFIDF,mtr,0.10980820948396267
Copy of Engel et al. 2024 Suppl.pdf,TFIDF,symbol,0.10836065726405379
Copy of Engel et al. 2024 Suppl.pdf,TFIDF,phase,0.09753342226301362
Copy of Engel et al. 2024 Suppl.pdf,TFIDF,oxygen,0.09654406915792611
Copy of Engel et al. 2024 Suppl.pdf,TFIDF,shift,0.0888430814907905
Copy of Engel et al. 2024 Suppl.pdf,TFIDF,datum,0.08534174448013691
Copy of Engel et al. 2024 Suppl.pdf,TFIDF,cn,0.07917867861827114
Copy of Engel et al. 2024 Suppl.pdf,TFIDF,course capsulatus,0.07917867861827114
Copy of Engel et al. 2024 Suppl.pdf,TFIDF,ctr,0.07917867861827114
Copy of Engel et al. 2024 Suppl.pdf,TFIDF,culture start,0.07917867861827114
Copy of Engel et al. 2024 Suppl.pdf,TFIDF,medium cn,0.07917867861827114
Copy of Engel et al. 2024 Suppl.pdf,TFIDF,ml initial,0.07917867861827114
Copy of Engel et al. 2024 Suppl.pdf,TFIDF,mop rpm,0.07917867861827114
Copy of Engel et al. 2024 Suppl.pdf,TFIDF,mtr course,0.07917867861827114
Copy of Engel et al. 2024 Suppl.pdf,TFIDF,nitrogen shift,0.07917867861827114
Copy of Engel et al. 2024 Suppl.pdf,TFIDF,od initial,0.07917867861827114
Copy of Engel et al. 2024 Suppl.pdf,TFIDF,otr mtr,0.07917867861827114
Copy of Engel et al. 2024 Suppl.pdf,TFIDF,oxygen sensor,0.07917867861827114
Copy of Engel et al. 2024 Suppl.pdf,TFIDF,ph datum,0.07917867861827114
Copy of Engel et al. 2024 Suppl.pdf,TFIDF,print sensor,0.07917867861827114
Copy of Engel et al. 2024 Suppl.pdf,TFIDF,sensor block,0.07917867861827114
Copy of Engel et al. 2024 Suppl.pdf,TFIDF,show datum,0.07917867861827114
Copy of Engel et al. 2024 Suppl.pdf,TFIDF,value show,0.07917867861827114
Copy of Engel et al. 2024 Suppl.pdf,Count,cultivation,11.0
Copy of Engel et al. 2024 Suppl.pdf,Count,figure,11.0
Copy of Engel et al. 2024 Suppl.pdf,Count,cq,9.0
Copy of Engel et al. 2024 Suppl.pdf,Count,hour,9.0
Copy of Engel et al. 2024 Suppl.pdf,Count,phase,8.0
Copy of Engel et al. 2024 Suppl.pdf,Count,reach,8.0
Copy of Engel et al. 2024 Suppl.pdf,Count,sensor,8.0
Copy of Engel et al. 2024 Suppl.pdf,Count,capsulatus,7.0
Copy of Engel et al. 2024 Suppl.pdf,Count,datum,7.0
Copy of Engel et al. 2024 Suppl.pdf,Count,oxygen,7.0
Copy of Engel et al. 2024 Suppl.pdf,Count,culture,6.0
Copy of Engel et al. 2024 Suppl.pdf,Count,indicate,6.0
Copy of Engel et al. 2024 Suppl.pdf,Count,start,6.0
Copy of Engel et al. 2024 Suppl.pdf,Count,oq,5.0
Copy of Engel et al. 2024 Suppl.pdf,Count,time,5.0
Copy of Engel et al. 2024 Suppl.pdf,Count,value,5.0
Copy of Engel et al. 2024 Suppl.pdf,Count,corresponding,4.0
Copy of Engel et al. 2024 Suppl.pdf,Count,corresponding symbol,4.0
Copy of Engel et al. 2024 Suppl.pdf,Count,datum point,4.0
Copy of Engel et al. 2024 Suppl.pdf,Count,indicate corresponding,4.0
Copy of Engel et al. 2024 Suppl.pdf,Count,initial,4.0
Copy of Engel et al. 2024 Suppl.pdf,Count,limitation,4.0
Copy of Engel et al. 2024 Suppl.pdf,Count,line,4.0
Copy of Engel et al. 2024 Suppl.pdf,Count,measurement,4.0
Copy of Engel et al. 2024 Suppl.pdf,Count,measurement phase,4.0
Copy of Engel et al. 2024 Suppl.pdf,Count,mm,4.0
Copy of Engel et al. 2024 Suppl.pdf,Count,nitrogen,4.0
Copy of Engel et al. 2024 Suppl.pdf,Count,otr,4.0
Copy of Engel et al. 2024 Suppl.pdf,Count,point,4.0
Copy of Engel et al. 2024 Suppl.pdf,Count,point time,4.0
Copy of Engel et al. 2024 Suppl.pdf,Count,shift,4.0
Copy of Engel et al. 2024 Suppl.pdf,Count,symbol,4.0
Copy of Engel et al. 2024 Suppl.pdf,Count,time indicate,4.0
Copy of Engel et al. 2024 Suppl.pdf,Count,capsulatus cultivation,3.0
Copy of Engel et al. 2024 Suppl.pdf,Count,course,3.0
Copy of Engel et al. 2024 Suppl.pdf,Count,mtr,3.0
Copy of Engel et al. 2024 Suppl.pdf,Count,tion,3.0
Copy of Engel et al. 2024 Suppl.pdf,Count,beginning,2.0
Copy of Engel et al. 2024 Suppl.pdf,Count,block,2.0
Copy of Engel et al. 2024 Suppl.pdf,Count,calculation,2.0
Copy of Engel et al. 2024.pdf,TFIDF,transfer rate,0.28436752605299614
Copy of Engel et al. 2024.pdf,TFIDF,otr,0.2503977839988951
Copy of Engel et al. 2024.pdf,TFIDF,mtr,0.19292323528036973
Copy of Engel et al. 2024.pdf,TFIDF,transfer,0.17401489758245572
Copy of Engel et al. 2024.pdf,TFIDF,ramos,0.17087486553404177
Copy of Engel et al. 2024.pdf,TFIDF,rate,0.15163903081140104
Copy of Engel et al. 2024.pdf,TFIDF,online library,0.14308444799936865
Copy of Engel et al. 2024.pdf,TFIDF,wiley online,0.14308444799936865
Copy of Engel et al. 2024.pdf,TFIDF,cultivation,0.14248574139440368
Copy of Engel et al. 2024.pdf,TFIDF,al,0.13753307445685212
Copy of Engel et al. 2024.pdf,TFIDF,online,0.13713566458057969
Copy of Engel et al. 2024.pdf,TFIDF,et,0.13224334082389627
Copy of Engel et al. 2024.pdf,TFIDF,et al,0.13224334082389627
Copy of Engel et al. 2024.pdf,TFIDF,flask,0.12526380280426802
Copy of Engel et al. 2024.pdf,TFIDF,ramos device,0.11923703999947385
Copy of Engel et al. 2024.pdf,TFIDF,device,0.11884016014155065
Copy of Engel et al. 2024.pdf,TFIDF,library,0.11129265958494015
Copy of Engel et al. 2024.pdf,TFIDF,shake flask,0.11129265958494015
Copy of Engel et al. 2024.pdf,TFIDF,oq,0.10731333599952649
Copy of Engel et al. 2024.pdf,TFIDF,methane,0.10679790256696557
Copy of Engel et al. 2024.pdf,TFIDF,culture,0.10615198286428659
Copy of Engel et al. 2024.pdf,TFIDF,monitoring,0.10606886553961913
Copy of Engel et al. 2024.pdf,TFIDF,capsulatus,0.10342935025782408
Copy of Engel et al. 2024.pdf,TFIDF,gas transfer,0.10326463632786212
Copy of Engel et al. 2024.pdf,TFIDF,sensor,0.1024523604963479
Copy of Engel et al. 2024.pdf,TFIDF,cq,0.10135148399955278
Copy of Engel et al. 2024.pdf,TFIDF,nitrogen,0.09958518484696428
Copy of Engel et al. 2024.pdf,TFIDF,engel,0.09538963199957909
Copy of Engel et al. 2024.pdf,TFIDF,growth,0.08996270238966014
Copy of Engel et al. 2024.pdf,TFIDF,ctr,0.08942777999960538
Copy of Engel et al. 2024.pdf,TFIDF,shift,0.08696407997792859
Copy of Engel et al. 2024.pdf,TFIDF,wiley,0.08614178125115551
Copy of Engel et al. 2024.pdf,TFIDF,mmol,0.08470563412690027
Copy of Engel et al. 2024.pdf,TFIDF,measurement,0.08132615416097447
Copy of Engel et al. 2024.pdf,TFIDF,value,0.08056683877858806
Copy of Engel et al. 2024.pdf,TFIDF,shake,0.07789370385301753
Copy of Engel et al. 2024.pdf,TFIDF,measurement phase,0.077504075999658
Copy of Engel et al. 2024.pdf,TFIDF,figure,0.07409622058901763
Copy of Engel et al. 2024.pdf,TFIDF,limitation,0.07240054518047685
Copy of Engel et al. 2024.pdf,TFIDF,phase,0.07160296720809685
Copy of Engel et al. 2024.pdf,Count,transfer,91.0
Copy of Engel et al. 2024.pdf,Count,rate,86.0
Copy of Engel et al. 2024.pdf,Count,al,78.0
Copy of Engel et al. 2024.pdf,Count,et,75.0
Copy of Engel et al. 2024.pdf,Count,et al,75.0
Copy of Engel et al. 2024.pdf,Count,transfer rate,67.0
Copy of Engel et al. 2024.pdf,Count,cultivation,59.0
Copy of Engel et al. 2024.pdf,Count,culture,59.0
Copy of Engel et al. 2024.pdf,Count,methane,57.0
Copy of Engel et al. 2024.pdf,Count,growth,49.0
Copy of Engel et al. 2024.pdf,Count,nitrogen,45.0
Copy of Engel et al. 2024.pdf,Count,flask,44.0
Copy of Engel et al. 2024.pdf,Count,value,43.0
Copy of Engel et al. 2024.pdf,Count,otr,42.0
Copy of Engel et al. 2024.pdf,Count,online,41.0
Copy of Engel et al. 2024.pdf,Count,capsulatus,40.0
Copy of Engel et al. 2024.pdf,Count,phase,39.0
Copy of Engel et al. 2024.pdf,Count,mtr,35.0
Copy of Engel et al. 2024.pdf,Count,mmol,32.0
Copy of Engel et al. 2024.pdf,Count,ramos,31.0
Copy of Engel et al. 2024.pdf,Count,figure,30.0
Copy of Engel et al. 2024.pdf,Count,measurement,30.0
Copy of Engel et al. 2024.pdf,Count,device,28.0
Copy of Engel et al. 2024.pdf,Count,limitation,28.0
Copy of Engel et al. 2024.pdf,Count,ratio,28.0
Copy of Engel et al. 2024.pdf,Count,ml,27.0
Copy of Engel et al. 2024.pdf,Count,sensor,27.0
Copy of Engel et al. 2024.pdf,Count,monitoring,26.0
Copy of Engel et al. 2024.pdf,Count,shake,26.0
Copy of Engel et al. 2024.pdf,Count,shift,26.0
Copy of Engel et al. 2024.pdf,Count,change,25.0
Copy of Engel et al. 2024.pdf,Count,indicate,25.0
Copy of Engel et al. 2024.pdf,Count,wiley,25.0
Copy of Engel et al. 2024.pdf,Count,library,24.0
Copy of Engel et al. 2024.pdf,Count,online library,24.0
Copy of Engel et al. 2024.pdf,Count,shake flask,24.0
Copy of Engel et al. 2024.pdf,Count,wiley online,24.0
Copy of Engel et al. 2024.pdf,Count,carbon,23.0
Copy of Engel et al. 2024.pdf,Count,biomass,21.0
Copy of Engel et al. 2024.pdf,Count,gas transfer,20.0
Copy of Hamilton et al. 2024.pdf,TFIDF,methane,0.5319955464069294
Copy of Hamilton et al. 2024.pdf,TFIDF,flow,0.1636333101658076
Copy of Hamilton et al. 2024.pdf,TFIDF,matrix,0.13852329167853294
Copy of Hamilton et al. 2024.pdf,TFIDF,biofilter,0.13703482391333166
Copy of Hamilton et al. 2024.pdf,TFIDF,unit,0.13561618987796661
Copy of Hamilton et al. 2024.pdf,TFIDF,consumption,0.13464665470453846
Copy of Hamilton et al. 2024.pdf,TFIDF,biofiltration,0.13264047217048144
Copy of Hamilton et al. 2024.pdf,TFIDF,rate,0.12635407488793418
Copy of Hamilton et al. 2024.pdf,TFIDF,cell,0.12149984748832687
Copy of Hamilton et al. 2024.pdf,TFIDF,methane consumption,0.11800132254097251
Copy of Hamilton et al. 2024.pdf,TFIDF,flow rate,0.11645543485406942
Copy of Hamilton et al. 2024.pdf,TFIDF,test,0.11537151059469303
Copy of Hamilton et al. 2024.pdf,TFIDF,system,0.11449024090246186
Copy of Hamilton et al. 2024.pdf,TFIDF,emission,0.11094937179522484
Copy of Hamilton et al. 2024.pdf,TFIDF,scenario,0.10260984568780217
Copy of Hamilton et al. 2024.pdf,TFIDF,load,0.09755621730403206
Copy of Hamilton et al. 2024.pdf,TFIDF,environ res,0.09075400727453994
Copy of Hamilton et al. 2024.pdf,TFIDF,mitigation,0.09034512060879192
Copy of Hamilton et al. 2024.pdf,TFIDF,hamilton et,0.0886695919439205
Copy of Hamilton et al. 2024.pdf,TFIDF,inlet,0.08851732360714659
Copy of Hamilton et al. 2024.pdf,TFIDF,environ,0.08787132083784749
Copy of Hamilton et al. 2024.pdf,TFIDF,reactor,0.08787132083784749
Copy of Hamilton et al. 2024.pdf,TFIDF,manage,0.08574386781539782
Copy of Hamilton et al. 2024.pdf,TFIDF,landfill,0.08208787655024175
Copy of Hamilton et al. 2024.pdf,TFIDF,gas flow,0.08140290391612762
Copy of Hamilton et al. 2024.pdf,TFIDF,soil,0.08119481208993888
Copy of Hamilton et al. 2024.pdf,TFIDF,coal,0.07938073979061186
Copy of Hamilton et al. 2024.pdf,TFIDF,hamilton,0.07914818567575183
Copy of Hamilton et al. 2024.pdf,TFIDF,figure,0.07680747211864439
Copy of Hamilton et al. 2024.pdf,TFIDF,consumption rate,0.07523802024021639
Copy of Hamilton et al. 2024.pdf,TFIDF,gcdw,0.07452763261407734
Copy of Hamilton et al. 2024.pdf,TFIDF,stream,0.07206967747143234
Copy of Hamilton et al. 2024.pdf,TFIDF,filter,0.06988209758458941
Copy of Hamilton et al. 2024.pdf,TFIDF,immobilization,0.06783575326343969
Copy of Hamilton et al. 2024.pdf,TFIDF,gas stream,0.06595682139645986
Copy of Hamilton et al. 2024.pdf,TFIDF,oxidation,0.06568114233773122
Copy of Hamilton et al. 2024.pdf,TFIDF,res,0.06231014129528195
Copy of Hamilton et al. 2024.pdf,TFIDF,biomass,0.06114387391280203
Copy of Hamilton et al. 2024.pdf,TFIDF,ane,0.06067476390141146
Copy of Hamilton et al. 2024.pdf,TFIDF,methane oxidation,0.060110195571113
Copy of Hamilton et al. 2024.pdf,Count,methane,210.0
Copy of Hamilton et al. 2024.pdf,Count,rate,53.0
Copy of Hamilton et al. 2024.pdf,Count,cell,52.0
Copy of Hamilton et al. 2024.pdf,Count,flow,49.0
Copy of Hamilton et al. 2024.pdf,Count,system,49.0
Copy of Hamilton et al. 2024.pdf,Count,consumption,45.0
Copy of Hamilton et al. 2024.pdf,Count,unit,37.0
Copy of Hamilton et al. 2024.pdf,Count,test,33.0
Copy of Hamilton et al. 2024.pdf,Count,emission,31.0
Copy of Hamilton et al. 2024.pdf,Count,environ,30.0
Copy of Hamilton et al. 2024.pdf,Count,reactor,30.0
Copy of Hamilton et al. 2024.pdf,Count,flow rate,28.0
Copy of Hamilton et al. 2024.pdf,Count,matrix,27.0
Copy of Hamilton et al. 2024.pdf,Count,oxidation,27.0
Copy of Hamilton et al. 2024.pdf,Count,figure,23.0
Copy of Hamilton et al. 2024.pdf,Count,methane consumption,23.0
Copy of Hamilton et al. 2024.pdf,Count,air,22.0
Copy of Hamilton et al. 2024.pdf,Count,methanotrophic,21.0
Copy of Hamilton et al. 2024.pdf,Count,biomass,20.0
Copy of Hamilton et al. 2024.pdf,Count,potential,20.0
Copy of Hamilton et al. 2024.pdf,Count,scenario,20.0
Copy of Hamilton et al. 2024.pdf,Count,biofiltration,19.0
Copy of Hamilton et al. 2024.pdf,Count,inlet,19.0
Copy of Hamilton et al. 2024.pdf,Count,scale,19.0
Copy of Hamilton et al. 2024.pdf,Count,soil,19.0
Copy of Hamilton et al. 2024.pdf,Count,al,18.0
Copy of Hamilton et al. 2024.pdf,Count,gas flow,18.0
Copy of Hamilton et al. 2024.pdf,Count,methane oxidation,18.0
Copy of Hamilton et al. 2024.pdf,Count,biofilter,17.0
Copy of Hamilton et al. 2024.pdf,Count,load,17.0
Copy of Hamilton et al. 2024.pdf,Count,mitigation,17.0
Copy of Hamilton et al. 2024.pdf,Count,reduction,17.0
Copy of Hamilton et al. 2024.pdf,Count,res,17.0
Copy of Hamilton et al. 2024.pdf,Count,coal,16.0
Copy of Hamilton et al. 2024.pdf,Count,et,16.0
Copy of Hamilton et al. 2024.pdf,Count,et al,16.0
Copy of Hamilton et al. 2024.pdf,Count,landfill,16.0
Copy of Hamilton et al. 2024.pdf,Count,consume,15.0
Copy of Hamilton et al. 2024.pdf,Count,filter,15.0
Copy of Hamilton et al. 2024.pdf,Count,immobilization,15.0
Copy of Hou et al. 1984.pdf,TFIDF,hou,0.3319736466669756
Copy of Hou et al. 1984.pdf,TFIDF,propylene,0.2503167602529744
Copy of Hou et al. 1984.pdf,TFIDF,patel rn,0.21403390044203716
Copy of Hou et al. 1984.pdf,TFIDF,propylene oxide,0.20199112012240816
Copy of Hou et al. 1984.pdf,TFIDF,hou ct,0.19788727459250952
Copy of Hou et al. 1984.pdf,TFIDF,rn,0.19788727459250952
Copy of Hou et al. 1984.pdf,TFIDF,oxide,0.16352880888518279
Copy of Hou et al. 1984.pdf,TFIDF,hou et,0.16064791476654036
Copy of Hou et al. 1984.pdf,TFIDF,ct,0.15898325778057437
Copy of Hou et al. 1984.pdf,TFIDF,gas solid,0.15537939678947646
Copy of Hou et al. 1984.pdf,TFIDF,bioreactor,0.15229119098395885
Copy of Hou et al. 1984.pdf,TFIDF,solid bioreactor,0.14829038286142185
Copy of Hou et al. 1984.pdf,TFIDF,regeneration,0.1445837627622663
Copy of Hou et al. 1984.pdf,TFIDF,patel,0.13276758865250307
Copy of Hou et al. 1984.pdf,TFIDF,laskin,0.1284285813287415
Copy of Hou et al. 1984.pdf,TFIDF,epoxidation,0.1154547994156057
Copy of Hou et al. 1984.pdf,TFIDF,cell,0.11167229345056572
Copy of Hou et al. 1984.pdf,TFIDF,methane,0.10762402393264166
Copy of Hou et al. 1984.pdf,TFIDF,epoxidation alkene,0.10553987978267175
Copy of Hou et al. 1984.pdf,TFIDF,barnabe,0.10507793017806122
Copy of Hou et al. 1984.pdf,TFIDF,crl,0.10507793017806122
Copy of Hou et al. 1984.pdf,TFIDF,production propylene,0.10507793017806122
Copy of Hou et al. 1984.pdf,TFIDF,sp crl,0.10507793017806122
Copy of Hou et al. 1984.pdf,TFIDF,cofactor,0.104068675506154
Copy of Hou et al. 1984.pdf,TFIDF,al,0.09706228273666628
Copy of Hou et al. 1984.pdf,TFIDF,production,0.09512824997640784
Copy of Hou et al. 1984.pdf,TFIDF,microbial oxidation,0.09234739480983778
Copy of Hou et al. 1984.pdf,TFIDF,alkene,0.09071448525511877
Copy of Hou et al. 1984.pdf,TFIDF,oxide production,0.08878822673684368
Copy of Hou et al. 1984.pdf,TFIDF,cofactor regeneration,0.08561356017681487
Copy of Hou et al. 1984.pdf,TFIDF,glass bead,0.08561356017681487
Copy of Hou et al. 1984.pdf,TFIDF,et,0.08440198498840547
Copy of Hou et al. 1984.pdf,TFIDF,et al,0.08440198498840547
Copy of Hou et al. 1984.pdf,TFIDF,solid,0.0827585654071975
Copy of Hou et al. 1984.pdf,TFIDF,gaseous,0.08235989574555153
Copy of Hou et al. 1984.pdf,TFIDF,dehydrogenase,0.07152984800555355
Copy of Hou et al. 1984.pdf,TFIDF,rn hou,0.07134463348067906
Copy of Hou et al. 1984.pdf,TFIDF,methylosinus sp,0.07005195345204081
Copy of Hou et al. 1984.pdf,TFIDF,biocatalyst,0.06652146225512474
Copy of Hou et al. 1984.pdf,TFIDF,gaseous hydrocarbon,0.061787659525592446
Copy of Hou et al. 1984.pdf,Count,hou,34.0
Copy of Hou et al. 1984.pdf,Count,propylene,34.0
Copy of Hou et al. 1984.pdf,Count,bioreactor,30.0
Copy of Hou et al. 1984.pdf,Count,cell,27.0
Copy of Hou et al. 1984.pdf,Count,methane,24.0
Copy of Hou et al. 1984.pdf,Count,oxide,24.0
Copy of Hou et al. 1984.pdf,Count,al,23.0
Copy of Hou et al. 1984.pdf,Count,production,23.0
Copy of Hou et al. 1984.pdf,Count,propylene oxide,23.0
Copy of Hou et al. 1984.pdf,Count,et,20.0
Copy of Hou et al. 1984.pdf,Count,et al,20.0
Copy of Hou et al. 1984.pdf,Count,patel,19.0
Copy of Hou et al. 1984.pdf,Count,regeneration,17.0
Copy of Hou et al. 1984.pdf,Count,ct,15.0
Copy of Hou et al. 1984.pdf,Count,dehydrogenase,15.0
Copy of Hou et al. 1984.pdf,Count,hou ct,15.0
Copy of Hou et al. 1984.pdf,Count,patel rn,15.0
Copy of Hou et al. 1984.pdf,Count,rn,15.0
Copy of Hou et al. 1984.pdf,Count,epoxidation,14.0
Copy of Hou et al. 1984.pdf,Count,gas solid,14.0
Copy of Hou et al. 1984.pdf,Count,solid,14.0
Copy of Hou et al. 1984.pdf,Count,cofactor,13.0
Copy of Hou et al. 1984.pdf,Count,gaseous,13.0
Copy of Hou et al. 1984.pdf,Count,hou et,13.0
Copy of Hou et al. 1984.pdf,Count,methanol,12.0
Copy of Hou et al. 1984.pdf,Count,solid bioreactor,12.0
Copy of Hou et al. 1984.pdf,Count,substrate,12.0
Copy of Hou et al. 1984.pdf,Count,alkene,11.0
Copy of Hou et al. 1984.pdf,Count,bacteria,11.0
Copy of Hou et al. 1984.pdf,Count,biocatalyst,11.0
Copy of Hou et al. 1984.pdf,Count,laskin,11.0
Copy of Hou et al. 1984.pdf,Count,product,11.0
Copy of Hou et al. 1984.pdf,Count,system,11.0
Copy of Hou et al. 1984.pdf,Count,rate,10.0
Copy of Hou et al. 1984.pdf,Count,sp,10.0
Copy of Hou et al. 1984.pdf,Count,barnabe,9.0
Copy of Hou et al. 1984.pdf,Count,crl,9.0
Copy of Hou et al. 1984.pdf,Count,methylosinus,9.0
Copy of Hou et al. 1984.pdf,Count,microbial,9.0
Copy of Hou et al. 1984.pdf,Count,oxidation,9.0
Copy of Hwang et al. 2015.pdf,TFIDF,methane,0.42574777918391554
Copy of Hwang et al. 2015.pdf,TFIDF,methanol,0.3537934537124401
Copy of Hwang et al. 2015.pdf,TFIDF,copper,0.1794029152608889
Copy of Hwang et al. 2015.pdf,TFIDF,potassium phosphate,0.1705336354919736
Copy of Hwang et al. 2015.pdf,TFIDF,trichosporium,0.14199645579384346
Copy of Hwang et al. 2015.pdf,TFIDF,air methane,0.13740613168164603
Copy of Hwang et al. 2015.pdf,TFIDF,conversion,0.13369839701950073
Copy of Hwang et al. 2015.pdf,TFIDF,potassium,0.12827602454457795
Copy of Hwang et al. 2015.pdf,TFIDF,cell,0.1208238631625145
Copy of Hwang et al. 2015.pdf,TFIDF,methane methanol,0.11585495287828217
Copy of Hwang et al. 2015.pdf,TFIDF,production,0.11327237171485736
Copy of Hwang et al. 2015.pdf,TFIDF,methanol production,0.10837582803000186
Copy of Hwang et al. 2015.pdf,TFIDF,methanol conversion,0.10422426994246958
Copy of Hwang et al. 2015.pdf,TFIDF,phosphate,0.09577227234940136
Copy of Hwang et al. 2015.pdf,TFIDF,copper concentration,0.09231172592029555
Copy of Hwang et al. 2015.pdf,TFIDF,mdh,0.09173919127512319
Copy of Hwang et al. 2015.pdf,TFIDF,edta,0.08930742555054169
Copy of Hwang et al. 2015.pdf,TFIDF,formate,0.08444321693608724
Copy of Hwang et al. 2015.pdf,TFIDF,methane ratio,0.08430352147093902
Copy of Hwang et al. 2015.pdf,TFIDF,mm,0.08423971551025634
Copy of Hwang et al. 2015.pdf,TFIDF,µm,0.08022103657506847
Copy of Hwang et al. 2015.pdf,TFIDF,µm copper,0.07815623411393473
Copy of Hwang et al. 2015.pdf,TFIDF,mg,0.07714550062297715
Copy of Hwang et al. 2015.pdf,TFIDF,sodium,0.07554992222657203
Copy of Hwang et al. 2015.pdf,TFIDF,biomass conversion,0.07226016126080487
Copy of Hwang et al. 2015.pdf,TFIDF,mm potassium,0.07226016126080487
Copy of Hwang et al. 2015.pdf,TFIDF,growth,0.07220547043736257
Copy of Hwang et al. 2015.pdf,TFIDF,expression,0.07107574340120167
Copy of Hwang et al. 2015.pdf,TFIDF,air,0.07102727341660976
Copy of Hwang et al. 2015.pdf,TFIDF,specific growth,0.0677297138657536
Copy of Hwang et al. 2015.pdf,TFIDF,methane biomass,0.06768681185449028
Copy of Hwang et al. 2015.pdf,TFIDF,propylene,0.06720971907531743
Copy of Hwang et al. 2015.pdf,TFIDF,presence,0.06684919850975037
Copy of Hwang et al. 2015.pdf,TFIDF,sodium formate,0.0654576170760017
Copy of Hwang et al. 2015.pdf,TFIDF,copper µm,0.06513019509494561
Copy of Hwang et al. 2015.pdf,TFIDF,effect,0.06017122536446881
Copy of Hwang et al. 2015.pdf,TFIDF,growth rate,0.057411916425348236
Copy of Hwang et al. 2015.pdf,TFIDF,ml,0.05731220104398864
Copy of Hwang et al. 2015.pdf,TFIDF,presence mm,0.056405676545408574
Copy of Hwang et al. 2015.pdf,TFIDF,fig,0.055536234591574564
Copy of Hwang et al. 2015.pdf,Count,methane,104.0
Copy of Hwang et al. 2015.pdf,Count,methanol,90.0
Copy of Hwang et al. 2015.pdf,Count,copper,34.0
Copy of Hwang et al. 2015.pdf,Count,cell,32.0
Copy of Hwang et al. 2015.pdf,Count,conversion,32.0
Copy of Hwang et al. 2015.pdf,Count,production,30.0
Copy of Hwang et al. 2015.pdf,Count,trichosporium,30.0
Copy of Hwang et al. 2015.pdf,Count,methane methanol,25.0
Copy of Hwang et al. 2015.pdf,Count,phosphate,22.0
Copy of Hwang et al. 2015.pdf,Count,methanol production,21.0
Copy of Hwang et al. 2015.pdf,Count,mm,21.0
Copy of Hwang et al. 2015.pdf,Count,formate,19.0
Copy of Hwang et al. 2015.pdf,Count,growth,18.0
Copy of Hwang et al. 2015.pdf,Count,air,17.0
Copy of Hwang et al. 2015.pdf,Count,mdh,17.0
Copy of Hwang et al. 2015.pdf,Count,mg,17.0
Copy of Hwang et al. 2015.pdf,Count,air methane,16.0
Copy of Hwang et al. 2015.pdf,Count,potassium,16.0
Copy of Hwang et al. 2015.pdf,Count,potassium phosphate,16.0
Copy of Hwang et al. 2015.pdf,Count,presence,16.0
Copy of Hwang et al. 2015.pdf,Count,effect,15.0
Copy of Hwang et al. 2015.pdf,Count,edta,14.0
Copy of Hwang et al. 2015.pdf,Count,ml,14.0
Copy of Hwang et al. 2015.pdf,Count,rate,14.0
Copy of Hwang et al. 2015.pdf,Count,sodium,14.0
Copy of Hwang et al. 2015.pdf,Count,copper concentration,13.0
Copy of Hwang et al. 2015.pdf,Count,methanol conversion,13.0
Copy of Hwang et al. 2015.pdf,Count,expression,12.0
Copy of Hwang et al. 2015.pdf,Count,ratio,12.0
