doc,word,score
Copy of Chen et al. 2023.pdf,file,0.10560327303686849
Copy of Chen et al. 2023.pdf,μmol,0.10560327303686849
Copy of Chen et al. 2023.pdf,consumption,0.10559362548799031
Copy of Chen et al. 2023.pdf,biofuels bioproducts,0.10344368381533223
Copy of Chen et al. 2023.pdf,biotechnology biofuels,0.10344368381533223
Copy of Chen et al. 2023.pdf,courtesy,0.10344368381533223
Copy of Chen et al. 2023.pdf,flow,0.10177970863510627
Copy of Chen et al. 2023.pdf,membrane bioreactor,0.10156109974779685
Copy of Chen et al. 2023.pdf,al biotechnology,0.09697845357687396
Copy of Chen et al. 2023.pdf,bioproducts,0.09563993657896705
Copy of Chen et al. 2023.pdf,inlet,0.09341500744099071
Copy of Chen et al. 2023.pdf,fig,0.09271651315604391
Copy of Chen et al. 2023.pdf,μm,0.09152188707151371
Copy of Chen et al. 2023.pdf,consumption rate,0.0905170911744587
Copy of Chen et al. 2023.pdf,liquid chamber,0.0905132233384157
Copy of Chen et al. 2023.pdf,biofuels,0.08644210353031795
Copy of Chen et al. 2023.pdf,content,0.07752500635499042
Copy of Chen et al. 2023.pdf,production,0.07683484450065291
Copy of Chen et al. 2023.pdf,time,0.07683484450065291
Copy of Chen et al. 2023.pdf,gas flow,0.07617082481084764
Copy of Chen et al. 2023.pdf,mm,0.07565764417709811
Copy of Chen et al. 2023.pdf,chen et,0.07543090931204893
Copy of Duan et al. 2011.pdf,mmol,0.38596766535804317
Copy of Duan et al. 2011.pdf,methanol,0.341837117953504
Copy of Duan et al. 2011.pdf,cell,0.20998047428375408
Copy of Duan et al. 2011.pdf,mmol mmol,0.19691062898814216
Copy of Duan et al. 2011.pdf,methanol accumulation,0.17870530248981978
Copy of Duan et al. 2011.pdf,accumulation,0.15793692327336956
Copy of Duan et al. 2011.pdf,methane,0.15729543985076416
Copy of Duan et al. 2011.pdf,sodium formate,0.14561172795466795
Copy of Duan et al. 2011.pdf,phosphate,0.13205408775001484
Copy of Duan et al. 2011.pdf,sodium,0.13095760117409497
Copy of Duan et al. 2011.pdf,phosphate concentration,0.12617905755015038
Copy of Duan et al. 2011.pdf,formate,0.11684173584912876
Copy of Duan et al. 2011.pdf,reaction,0.11590190304793148
Copy of Duan et al. 2011.pdf,dry cell,0.11552992333067483
Copy of Duan et al. 2011.pdf,aerate,0.11269188206702851
Copy of Duan et al. 2011.pdf,methanol accumulate,0.11252035942179553
Copy of Duan et al. 2011.pdf,membrane aerate,0.10959826248318744
Copy of Duan et al. 2011.pdf,cell mmol,0.10536972469919151
Copy of Duan et al. 2011.pdf,mmol sodium,0.10266178268692007
Copy of Duan et al. 2011.pdf,mmol phosphate,0.09125491794392894
Copy of Duan et al. 2011.pdf,fig,0.08678529632473501
Copy of Duan et al. 2011.pdf,trichosporium,0.08614741269456519
Copy of Duan et al. 2011.pdf,concentration mmol,0.08439026956634664
Copy of Duan et al. 2011.pdf,beijing,0.07902729352439364
Copy of Duan et al. 2011.pdf,dry,0.0780052953028775
Copy of Duan et al. 2011.pdf,al,0.07790892503412691
Copy of Duan et al. 2011.pdf,formate concentration,0.07544759176294363
Copy of Duan et al. 2011.pdf,accumulate reaction,0.07306550832212495
Copy of Duan et al. 2011.pdf,silicone,0.07295944177453452
Copy of Duan et al. 2011.pdf,rate,0.07011803253071423
Copy of Duan et al. 2011.pdf,accumulate,0.06855035668361484
Copy of Duan et al. 2011.pdf,reaction mixture,0.06851111196667627
Copy of Duan et al. 2011.pdf,cell concentration,0.06706452601150545
Copy of Duan et al. 2011.pdf,dense silicone,0.06585607793699469
Copy of Duan et al. 2011.pdf,conversion rate,0.06563687632938073
Copy of Duan et al. 2011.pdf,mixture contain,0.06563687632938073
Copy of Duan et al. 2011.pdf,concentration methanol,0.06289521169686724
Copy of Duan et al. 2011.pdf,methylosinus trichosporium,0.062217575834963755
Copy of Duan et al. 2011.pdf,dense,0.06146829930928828
Copy of Duan et al. 2011.pdf,methylosinus,0.06091600759691524
Copy of Engel et al. 2024 Suppl.pdf,cq,0.3563040537822202
Copy of Engel et al. 2024 Suppl.pdf,hour,0.22677635868461077
Copy of Engel et al. 2024 Suppl.pdf,sensor,0.2015789854974318
Copy of Engel et al. 2024 Suppl.pdf,oq,0.19794669654567787
Copy of Engel et al. 2024 Suppl.pdf,figure,0.1804116383231101
Copy of Engel et al. 2024 Suppl.pdf,cultivation,0.17640429031630137
Copy of Engel et al. 2024 Suppl.pdf,corresponding symbol,0.1583573572365423
Copy of Engel et al. 2024 Suppl.pdf,measurement phase,0.1583573572365423
Copy of Engel et al. 2024 Suppl.pdf,otr,0.1583573572365423
Copy of Engel et al. 2024 Suppl.pdf,datum point,0.1464109459786169
Copy of Engel et al. 2024 Suppl.pdf,indicate corresponding,0.1464109459786169
Copy of Engel et al. 2024 Suppl.pdf,point time,0.1464109459786169
Copy of Engel et al. 2024 Suppl.pdf,time indicate,0.1464109459786169
Copy of Engel et al. 2024 Suppl.pdf,reach,0.13422890155348066
Copy of Engel et al. 2024 Suppl.pdf,start,0.12592795764409215
Copy of Engel et al. 2024 Suppl.pdf,capsulatus,0.12019292618002536
Copy of Engel et al. 2024 Suppl.pdf,capsulatus cultivation,0.11876801792740674
Copy of Engel et al. 2024 Suppl.pdf,mtr,0.10980820948396267
Copy of Engel et al. 2024 Suppl.pdf,symbol,0.10836065726405379
Copy of Engel et al. 2024 Suppl.pdf,phase,0.09753342226301362
Copy of Engel et al. 2024 Suppl.pdf,oxygen,0.09654406915792611
Copy of Engel et al. 2024 Suppl.pdf,shift,0.0888430814907905
Copy of Engel et al. 2024 Suppl.pdf,datum,0.08534174448013691
Copy of Engel et al. 2024 Suppl.pdf,cn,0.07917867861827114
Copy of Engel et al. 2024 Suppl.pdf,course capsulatus,0.07917867861827114
Copy of Engel et al. 2024 Suppl.pdf,ctr,0.07917867861827114
Copy of Engel et al. 2024 Suppl.pdf,culture start,0.07917867861827114
Copy of Engel et al. 2024 Suppl.pdf,medium cn,0.07917867861827114
Copy of Engel et al. 2024 Suppl.pdf,ml initial,0.07917867861827114
Copy of Engel et al. 2024 Suppl.pdf,mop rpm,0.07917867861827114
Copy of Engel et al. 2024 Suppl.pdf,mtr course,0.07917867861827114
Copy of Engel et al. 2024 Suppl.pdf,nitrogen shift,0.07917867861827114
Copy of Engel et al. 2024 Suppl.pdf,od initial,0.07917867861827114
Copy of Engel et al. 2024 Suppl.pdf,otr mtr,0.07917867861827114
Copy of Engel et al. 2024 Suppl.pdf,oxygen sensor,0.07917867861827114
Copy of Engel et al. 2024 Suppl.pdf,ph datum,0.07917867861827114
Copy of Engel et al. 2024 Suppl.pdf,print sensor,0.07917867861827114
Copy of Engel et al. 2024 Suppl.pdf,sensor block,0.07917867861827114
Copy of Engel et al. 2024 Suppl.pdf,show datum,0.07917867861827114
Copy of Engel et al. 2024 Suppl.pdf,value show,0.07917867861827114
Copy of Engel et al. 2024.pdf,transfer rate,0.28436752605299614
Copy of Engel et al. 2024.pdf,otr,0.2503977839988951
Copy of Engel et al. 2024.pdf,mtr,0.19292323528036973
Copy of Engel et al. 2024.pdf,transfer,0.17401489758245572
Copy of Engel et al. 2024.pdf,ramos,0.17087486553404177
Copy of Engel et al. 2024.pdf,rate,0.15163903081140104
Copy of Engel et al. 2024.pdf,online library,0.14308444799936865
Copy of Engel et al. 2024.pdf,wiley online,0.14308444799936865
Copy of Engel et al. 2024.pdf,cultivation,0.14248574139440368
Copy of Engel et al. 2024.pdf,al,0.13753307445685212
Copy of Engel et al. 2024.pdf,online,0.13713566458057969
Copy of Engel et al. 2024.pdf,et,0.13224334082389627
Copy of Engel et al. 2024.pdf,et al,0.13224334082389627
Copy of Engel et al. 2024.pdf,flask,0.12526380280426802
Copy of Engel et al. 2024.pdf,ramos device,0.11923703999947385
Copy of Engel et al. 2024.pdf,device,0.11884016014155065
Copy of Engel et al. 2024.pdf,library,0.11129265958494015
Copy of Engel et al. 2024.pdf,shake flask,0.11129265958494015
Copy of Engel et al. 2024.pdf,oq,0.10731333599952649
Copy of Engel et al. 2024.pdf,methane,0.10679790256696557
Copy of Engel et al. 2024.pdf,culture,0.10615198286428659
Copy of Engel et al. 2024.pdf,monitoring,0.10606886553961913
Copy of Engel et al. 2024.pdf,capsulatus,0.10342935025782408
Copy of Engel et al. 2024.pdf,gas transfer,0.10326463632786212
Copy of Engel et al. 2024.pdf,sensor,0.1024523604963479
Copy of Engel et al. 2024.pdf,cq,0.10135148399955278
Copy of Engel et al. 2024.pdf,nitrogen,0.09958518484696428
Copy of Engel et al. 2024.pdf,engel,0.09538963199957909
Copy of Engel et al. 2024.pdf,growth,0.08996270238966014
Copy of Engel et al. 2024.pdf,ctr,0.08942777999960538
Copy of Engel et al. 2024.pdf,shift,0.08696407997792859
Copy of Engel et al. 2024.pdf,wiley,0.08614178125115551
Copy of Engel et al. 2024.pdf,mmol,0.08470563412690027
Copy of Engel et al. 2024.pdf,measurement,0.08132615416097447
Copy of Engel et al. 2024.pdf,value,0.08056683877858806
Copy of Engel et al. 2024.pdf,shake,0.07789370385301753
Copy of Engel et al. 2024.pdf,measurement phase,0.077504075999658
Copy of Engel et al. 2024.pdf,figure,0.07409622058901763
Copy of Engel et al. 2024.pdf,limitation,0.07240054518047685
Copy of Engel et al. 2024.pdf,phase,0.07160296720809685
Copy of Hamilton et al. 2024.pdf,methane,0.5319955464069294
Copy of Hamilton et al. 2024.pdf,flow,0.1636333101658076
Copy of Hamilton et al. 2024.pdf,matrix,0.13852329167853294
Copy of Hamilton et al. 2024.pdf,biofilter,0.13703482391333166
Copy of Hamilton et al. 2024.pdf,unit,0.13561618987796661
Copy of Hamilton et al. 2024.pdf,consumption,0.13464665470453846
Copy of Hamilton et al. 2024.pdf,biofiltration,0.13264047217048144
Copy of Hamilton et al. 2024.pdf,rate,0.12635407488793418
Copy of Hamilton et al. 2024.pdf,cell,0.12149984748832687
Copy of Hamilton et al. 2024.pdf,methane consumption,0.11800132254097251
Copy of Hamilton et al. 2024.pdf,flow rate,0.11645543485406942
Copy of Hamilton et al. 2024.pdf,test,0.11537151059469303
Copy of Hamilton et al. 2024.pdf,system,0.11449024090246186
Copy of Hamilton et al. 2024.pdf,emission,0.11094937179522484
Copy of Hamilton et al. 2024.pdf,scenario,0.10260984568780217
Copy of Hamilton et al. 2024.pdf,load,0.09755621730403206
Copy of Hamilton et al. 2024.pdf,environ res,0.09075400727453994
Copy of Hamilton et al. 2024.pdf,mitigation,0.09034512060879192
Copy of Hamilton et al. 2024.pdf,hamilton et,0.0886695919439205
Copy of Hamilton et al. 2024.pdf,inlet,0.08851732360714659
Copy of Hamilton et al. 2024.pdf,environ,0.08787132083784749
Copy of Hamilton et al. 2024.pdf,reactor,0.08787132083784749
Copy of Hamilton et al. 2024.pdf,manage,0.08574386781539782
Copy of Hamilton et al. 2024.pdf,landfill,0.08208787655024175
Copy of Hamilton et al. 2024.pdf,gas flow,0.08140290391612762
Copy of Hamilton et al. 2024.pdf,soil,0.08119481208993888
Copy of Hamilton et al. 2024.pdf,coal,0.07938073979061186
Copy of Hamilton et al. 2024.pdf,hamilton,0.07914818567575183
Copy of Hamilton et al. 2024.pdf,figure,0.07680747211864439
Copy of Hamilton et al. 2024.pdf,consumption rate,0.07523802024021639
Copy of Hamilton et al. 2024.pdf,gcdw,0.07452763261407734
Copy of Hamilton et al. 2024.pdf,stream,0.07206967747143234
Copy of Hamilton et al. 2024.pdf,filter,0.06988209758458941
Copy of Hamilton et al. 2024.pdf,immobilization,0.06783575326343969
Copy of Hamilton et al. 2024.pdf,gas stream,0.06595682139645986
Copy of Hamilton et al. 2024.pdf,oxidation,0.06568114233773122
Copy of Hamilton et al. 2024.pdf,res,0.06231014129528195
Copy of Hamilton et al. 2024.pdf,biomass,0.06114387391280203
Copy of Hamilton et al. 2024.pdf,ane,0.06067476390141146
Copy of Hamilton et al. 2024.pdf,methane oxidation,0.060110195571113
Copy of Hou et al. 1984.pdf,hou,0.3319736466669756
Copy of Hou et al. 1984.pdf,propylene,0.2503167602529744
Copy of Hou et al. 1984.pdf,patel rn,0.21403390044203716
Copy of Hou et al. 1984.pdf,propylene oxide,0.20199112012240816
Copy of Hou et al. 1984.pdf,hou ct,0.19788727459250952
Copy of Hou et al. 1984.pdf,rn,0.19788727459250952
Copy of Hou et al. 1984.pdf,oxide,0.16352880888518279
Copy of Hou et al. 1984.pdf,hou et,0.16064791476654036
Copy of Hou et al. 1984.pdf,ct,0.15898325778057437
Copy of Hou et al. 1984.pdf,gas solid,0.15537939678947646
Copy of Hou et al. 1984.pdf,bioreactor,0.15229119098395885
Copy of Hou et al. 1984.pdf,solid bioreactor,0.14829038286142185
Copy of Hou et al. 1984.pdf,regeneration,0.1445837627622663
Copy of Hou et al. 1984.pdf,patel,0.13276758865250307
Copy of Hou et al. 1984.pdf,laskin,0.1284285813287415
Copy of Hou et al. 1984.pdf,epoxidation,0.1154547994156057
Copy of Hou et al. 1984.pdf,cell,0.11167229345056572
Copy of Hou et al. 1984.pdf,methane,0.10762402393264166
Copy of Hou et al. 1984.pdf,epoxidation alkene,0.10553987978267175
Copy of Hou et al. 1984.pdf,barnabe,0.10507793017806122
Copy of Hou et al. 1984.pdf,crl,0.10507793017806122
Copy of Hou et al. 1984.pdf,production propylene,0.10507793017806122
Copy of Hou et al. 1984.pdf,sp crl,0.10507793017806122
Copy of Hou et al. 1984.pdf,cofactor,0.104068675506154
Copy of Hou et al. 1984.pdf,al,0.09706228273666628
Copy of Hou et al. 1984.pdf,production,0.09512824997640784
Copy of Hou et al. 1984.pdf,microbial oxidation,0.09234739480983778
Copy of Hou et al. 1984.pdf,alkene,0.09071448525511877
Copy of Hou et al. 1984.pdf,oxide production,0.08878822673684368
Copy of Hou et al. 1984.pdf,cofactor regeneration,0.08561356017681487
Copy of Hou et al. 1984.pdf,glass bead,0.08561356017681487
Copy of Hou et al. 1984.pdf,et,0.08440198498840547
Copy of Hou et al. 1984.pdf,et al,0.08440198498840547
Copy of Hou et al. 1984.pdf,solid,0.0827585654071975
Copy of Hou et al. 1984.pdf,gaseous,0.08235989574555153
Copy of Hou et al. 1984.pdf,dehydrogenase,0.07152984800555355
Copy of Hou et al. 1984.pdf,rn hou,0.07134463348067906
Copy of Hou et al. 1984.pdf,methylosinus sp,0.07005195345204081
Copy of Hou et al. 1984.pdf,biocatalyst,0.06652146225512474
Copy of Hou et al. 1984.pdf,gaseous hydrocarbon,0.061787659525592446
Copy of Hwang et al. 2015.pdf,methane,0.42574777918391554
Copy of Hwang et al. 2015.pdf,methanol,0.3537934537124401
Copy of Hwang et al. 2015.pdf,copper,0.1794029152608889
Copy of Hwang et al. 2015.pdf,potassium phosphate,0.1705336354919736
Copy of Hwang et al. 2015.pdf,trichosporium,0.14199645579384346
Copy of Hwang et al. 2015.pdf,air methane,0.13740613168164603
Copy of Hwang et al. 2015.pdf,conversion,0.13369839701950073
Copy of Hwang et al. 2015.pdf,potassium,0.12827602454457795
Copy of Hwang et al. 2015.pdf,cell,0.1208238631625145
Copy of Hwang et al. 2015.pdf,methane methanol,0.11585495287828217
Copy of Hwang et al. 2015.pdf,production,0.11327237171485736
Copy of Hwang et al. 2015.pdf,methanol production,0.10837582803000186
Copy of Hwang et al. 2015.pdf,methanol conversion,0.10422426994246958
Copy of Hwang et al. 2015.pdf,phosphate,0.09577227234940136
Copy of Hwang et al. 2015.pdf,copper concentration,0.09231172592029555
Copy of Hwang et al. 2015.pdf,mdh,0.09173919127512319
Copy of Hwang et al. 2015.pdf,edta,0.08930742555054169
Copy of Hwang et al. 2015.pdf,formate,0.08444321693608724
Copy of Hwang et al. 2015.pdf,methane ratio,0.08430352147093902
Copy of Hwang et al. 2015.pdf,mm,0.08423971551025634
Copy of Hwang et al. 2015.pdf,µm,0.08022103657506847
Copy of Hwang et al. 2015.pdf,µm copper,0.07815623411393473
Copy of Hwang et al. 2015.pdf,mg,0.07714550062297715
Copy of Hwang et al. 2015.pdf,sodium,0.07554992222657203
Copy of Hwang et al. 2015.pdf,biomass conversion,0.07226016126080487
Copy of Hwang et al. 2015.pdf,mm potassium,0.07226016126080487
Copy of Hwang et al. 2015.pdf,growth,0.07220547043736257
Copy of Hwang et al. 2015.pdf,expression,0.07107574340120167
Copy of Hwang et al. 2015.pdf,air,0.07102727341660976
Copy of Hwang et al. 2015.pdf,specific growth,0.0677297138657536
Copy of Hwang et al. 2015.pdf,methane biomass,0.06768681185449028
Copy of Hwang et al. 2015.pdf,propylene,0.06720971907531743
Copy of Hwang et al. 2015.pdf,presence,0.06684919850975037
Copy of Hwang et al. 2015.pdf,sodium formate,0.0654576170760017
Copy of Hwang et al. 2015.pdf,copper µm,0.06513019509494561
Copy of Hwang et al. 2015.pdf,effect,0.06017122536446881
Copy of Hwang et al. 2015.pdf,growth rate,0.057411916425348236
Copy of Hwang et al. 2015.pdf,ml,0.05731220104398864
Copy of Hwang et al. 2015.pdf,presence mm,0.056405676545408574
Copy of Hwang et al. 2015.pdf,fig,0.055536234591574564
Copy of Jiang et al. 2023.pdf,methanol,0.29872915981843584
Copy of Jiang et al. 2023.pdf,air ratio,0.2871655404377571
Copy of Jiang et al. 2023.pdf,cell,0.19302435406117194
Copy of Jiang et al. 2023.pdf,fig,0.19183333809909822
Copy of Jiang et al. 2023.pdf,ml,0.14988996921412642
Copy of Jiang et al. 2023.pdf,biogas,0.13321202871246585
Copy of Jiang et al. 2023.pdf,cell yield,0.132989610216218
Copy of Jiang et al. 2023.pdf,air,0.127000826514913
Copy of Jiang et al. 2023.pdf,methanol conversion,0.11631144547253638
Copy of Jiang et al. 2023.pdf,ratio,0.11406022465794824
Copy of Jiang et al. 2023.pdf,sulfide,0.10910847678909401
Copy of Jiang et al. 2023.pdf,ratio ph,0.10798694865499801
Copy of Jiang et al. 2023.pdf,conversion efficiency,0.10468207683281058
Copy of Jiang et al. 2023.pdf,conversion,0.10390976714856517
Copy of Jiang et al. 2023.pdf,cell growth,0.10229580452293872
Copy of Jiang et al. 2023.pdf,phosphate addition,0.09898803626708151
Copy of Jiang et al. 2023.pdf,mg,0.09405038633627248
Copy of Jiang et al. 2023.pdf,mmol,0.09189650373275225
Copy of Jiang et al. 2023.pdf,tolerance,0.0909928912005702
Copy of Jiang et al. 2023.pdf,renewable energy,0.08968959555558405
Copy of Jiang et al. 2023.pdf,trial,0.08968959555558405
Copy of Jiang et al. 2023.pdf,methanol production,0.08913141300211658
Copy of Jiang et al. 2023.pdf,energy,0.08867990597013967
Copy of Jiang et al. 2023.pdf,renewable,0.0884161486811
Copy of Jiang et al. 2023.pdf,methanol concentration,0.08803755758121112
Copy of Jiang et al. 2023.pdf,production,0.08607842816241452
Copy of Jiang et al. 2023.pdf,different,0.08516700205434151
Copy of Jiang et al. 2023.pdf,formate addition,0.08399343803129558
Copy of Jiang et al. 2023.pdf,ph,0.08370509020301085
Copy of Jiang et al. 2023.pdf,anaerobic,0.08164608211409198
Copy of Jiang et al. 2023.pdf,stress,0.08045639650412471
Copy of Jiang et al. 2023.pdf,mg ml,0.08021213863550797
Copy of Jiang et al. 2023.pdf,formate,0.07982927142763693
Copy of Jiang et al. 2023.pdf,headspace,0.07805893716527974
Copy of Jiang et al. 2023.pdf,growth,0.07759491772387221
Copy of Jiang et al. 2023.pdf,methanotroph,0.0751856170907467
Copy of Jiang et al. 2023.pdf,jiang et,0.07488034459762784
Copy of Jiang et al. 2023.pdf,efficiency,0.07415599030701576
Copy of Jiang et al. 2023.pdf,phosphate,0.07217819240711683
Copy of Jiang et al. 2023.pdf,decrement,0.071991299103332
Copy of Joseph et al. 2022.pdf,methanol ethanol,0.2961084455192205
Copy of Joseph et al. 2022.pdf,ethanol,0.2462989331987222
Copy of Joseph et al. 2022.pdf,sample,0.24560568326156973
Copy of Joseph et al. 2022.pdf,methanol,0.2352245730288704
Copy of Joseph et al. 2022.pdf,extraction,0.19990565817617456
Copy of Joseph et al. 2022.pdf,solvent,0.19247176676514025
Copy of Joseph et al. 2022.pdf,ee,0.18372729645365657
Copy of Joseph et al. 2022.pdf,analyte,0.18222058185798187
Copy of Joseph et al. 2022.pdf,attain,0.1704324183563118
Copy of Joseph et al. 2022.pdf,ethyl acetate,0.15957201887880987
Copy of Joseph et al. 2022.pdf,pastoris,0.13982929757913043
Copy of Joseph et al. 2022.pdf,quantification,0.13982929757913043
Copy of Joseph et al. 2022.pdf,ethyl,0.1342441987070928
Copy of Joseph et al. 2022.pdf,technique,0.13282043973561192
Copy of Joseph et al. 2022.pdf,salt,0.11831474856069477
Copy of Joseph et al. 2022.pdf,method,0.10651089758355632
Copy of Joseph et al. 2022.pdf,acs,0.10644652748648108
Copy of Joseph et al. 2022.pdf,linearity,0.10607739816347825
Copy of Joseph et al. 2022.pdf,combination,0.10307635499709
Copy of Joseph et al. 2022.pdf,calibration,0.09975027162343729
Copy of Joseph et al. 2022.pdf,peak,0.09712049041306264
Copy of Joseph et al. 2022.pdf,acetate,0.09192410883511659
Copy of Joseph et al. 2022.pdf,pastoris fermentation,0.0890799013108638
Copy of Joseph et al. 2022.pdf,curve,0.08672998171244857
Copy of Joseph et al. 2022.pdf,calibration curve,0.08566686772490811
Copy of Joseph et al. 2022.pdf,separation,0.08566686772490811
Copy of Joseph et al. 2022.pdf,matrix,0.08504484626328253
Copy of Joseph et al. 2022.pdf,extract,0.08113449902132285
Copy of Joseph et al. 2022.pdf,fermentation,0.08022624339416334
Copy of Joseph et al. 2022.pdf,analysis,0.07873701306156615
Copy of Joseph et al. 2022.pdf,gc,0.07781076164423799
Copy of Joseph et al. 2022.pdf,inject,0.07184109590706272
Copy of Joseph et al. 2022.pdf,select,0.07178194695188231
Copy of Joseph et al. 2022.pdf,present,0.06298961044925291
Copy of Joseph et al. 2022.pdf,resolution,0.062032577917232525
Copy of Joseph et al. 2022.pdf,ethanol present,0.06124243215121886
Copy of Joseph et al. 2022.pdf,quantification methanol,0.06124243215121886
Copy of Joseph et al. 2022.pdf,precision,0.0592216891038441
Copy of Joseph et al. 2022.pdf,recovery,0.059031306549160854
Copy of Joseph et al. 2022.pdf,estimate,0.05795269016440523
Copy of Jovanovic et al 2021 (part II).pdf,characteristic time,0.36955748402698935
Copy of Jovanovic et al 2021 (part II).pdf,time,0.2039690655891892
Copy of Jovanovic et al 2021 (part II).pdf,characteristic,0.20199916927714917
Copy of Jovanovic et al 2021 (part II).pdf,gel,0.19851459373076402
Copy of Jovanovic et al 2021 (part II).pdf,jovanovic,0.17718509508143324
Copy of Jovanovic et al 2021 (part II).pdf,ﬁlm,0.15740569143533242
Copy of Jovanovic et al 2021 (part II).pdf,microscale base,0.14174807606514658
Copy of Jovanovic et al 2021 (part II).pdf,plazl,0.14174807606514658
Copy of Jovanovic et al 2021 (part II).pdf,microscale,0.14041570914700505
Copy of Jovanovic et al 2021 (part II).pdf,liquid,0.12427065633669424
Copy of Jovanovic et al 2021 (part II).pdf,phase,0.12160150956865051
Copy of Jovanovic et al 2021 (part II).pdf,smrt,0.1214983509129828
Copy of Jovanovic et al 2021 (part II).pdf,intensiﬁcation,0.1183759123776424
Copy of Jovanovic et al 2021 (part II).pdf,ﬂowsheet,0.11643591962494183
Copy of Jovanovic et al 2021 (part II).pdf,bioreactor,0.11526603044291088
Copy of Jovanovic et al 2021 (part II).pdf,bubble,0.10762790642743625
Copy of Jovanovic et al 2021 (part II).pdf,biomass,0.10751971369587676
Copy of Jovanovic et al 2021 (part II).pdf,coblyn,0.10124862576081899
Copy of Jovanovic et al 2021 (part II).pdf,reactor,0.09933373753884489
Copy of Jovanovic et al 2021 (part II).pdf,dg,0.09829099640290355
Copy of Jovanovic et al 2021 (part II).pdf,yp,0.09829099640290355
Copy of Jovanovic et al 2021 (part II).pdf,engineering science,0.09618619447277804
Copy of Jovanovic et al 2021 (part II).pdf,process intensiﬁcation,0.09207015407149963
Copy of Jovanovic et al 2021 (part II).pdf,scale analysis,0.0911237631847371
Copy of Jovanovic et al 2021 (part II).pdf,time scale,0.0911237631847371
Copy of Jovanovic et al 2021 (part II).pdf,diffusion,0.09070129420908772
Copy of Jovanovic et al 2021 (part II).pdf,mean residence,0.08892994912643654
Copy of Jovanovic et al 2021 (part II).pdf,coblyn plazl,0.0809989006086552
Copy of Jovanovic et al 2021 (part II).pdf,jovanovic coblyn,0.0809989006086552
Copy of Jovanovic et al 2021 (part II).pdf,tsa,0.0809989006086552
Copy of Jovanovic et al 2021 (part II).pdf,residence,0.07896729514725363
Copy of Jovanovic et al 2021 (part II).pdf,residence time,0.07896729514725363
Copy of Jovanovic et al 2021 (part II).pdf,substrate,0.07789660356119639
Copy of Jovanovic et al 2021 (part II).pdf,plazl chemical,0.07593646932061424
Copy of Jovanovic et al 2021 (part II).pdf,al,0.07486184116668328
Copy of Jovanovic et al 2021 (part II).pdf,design,0.07259926712697334
Copy of Jovanovic et al 2021 (part II).pdf,ﬂow,0.07241852551558167
Copy of Jovanovic et al 2021 (part II).pdf,cell,0.0719027641285631
Copy of Jovanovic et al 2021 (part II).pdf,equation,0.07189592891794155
Copy of Jovanovic et al 2021 (part II).pdf,rate,0.07037013069668228
Copy of Jovanovic et al. 2021 (part I).pdf,characteristic time,0.29321258861453114
Copy of Jovanovic et al. 2021 (part I).pdf,characteristic,0.26412264538662295
Copy of Jovanovic et al. 2021 (part I).pdf,eqs,0.25023946746025316
Copy of Jovanovic et al. 2021 (part I).pdf,time,0.24625599557276812
Copy of Jovanovic et al. 2021 (part I).pdf,time scale,0.23306641659103755
Copy of Jovanovic et al. 2021 (part I).pdf,times,0.18072850427684953
Copy of Jovanovic et al. 2021 (part I).pdf,characteristic times,0.1804385160704807
Copy of Jovanovic et al. 2021 (part I).pdf,vr,0.1804385160704807
Copy of Jovanovic et al. 2021 (part I).pdf,scale analysis,0.1654019730646073
Copy of Jovanovic et al. 2021 (part I).pdf,surface,0.14009952522066504
Copy of Jovanovic et al. 2021 (part I).pdf,reaction,0.13704168057197091
Copy of Jovanovic et al. 2021 (part I).pdf,microscale base,0.12781061554992382
Copy of Jovanovic et al. 2021 (part I).pdf,diffusion,0.1260110561394223
Copy of Jovanovic et al. 2021 (part I).pdf,microscale,0.12511973373012658
Copy of Jovanovic et al. 2021 (part I).pdf,catalyst,0.12390938919372432
Copy of Jovanovic et al. 2021 (part I).pdf,scale,0.11747091073741614
Copy of Jovanovic et al. 2021 (part I).pdf,reaction process,0.11720089920237564
Copy of Jovanovic et al. 2021 (part I).pdf,plazl,0.11277407254405042
Copy of Jovanovic et al. 2021 (part I).pdf,da,0.10610611956795646
Copy of Jovanovic et al. 2021 (part I).pdf,jovanovic,0.09021925803524035
Copy of Jovanovic et al. 2021 (part I).pdf,rate constant,0.09021925803524035
Copy of Jovanovic et al. 2021 (part I).pdf,tsa,0.09021925803524035
Copy of Jovanovic et al. 2021 (part I).pdf,reactor,0.08742021264179806
Copy of Jovanovic et al. 2021 (part I).pdf,equation,0.08468236937559553
Copy of Jovanovic et al. 2021 (part I).pdf,coblyn,0.08270098653230365
Copy of Jovanovic et al. 2021 (part I).pdf,engineering science,0.08270098653230365
Copy of Jovanovic et al. 2021 (part I).pdf,specie,0.0805572270018824
Copy of Jovanovic et al. 2021 (part I).pdf,step,0.08024195131880925
Copy of Jovanovic et al. 2021 (part I).pdf,analysis,0.07797199067025931
Copy of Jovanovic et al. 2021 (part I).pdf,smrt,0.07518271502936695
Copy of Jovanovic et al. 2021 (part I).pdf,fig,0.07284997124563086
Copy of Jovanovic et al. 2021 (part I).pdf,reactant,0.07259892391491758
Copy of Jovanovic et al. 2021 (part I).pdf,ao,0.06766444352643027
Copy of Jovanovic et al. 2021 (part I).pdf,coblyn plazl,0.06766444352643027
